ZipCode,RepCompanyName,TduCompanyName,RepCompany,Product,kwh500,kwh1000,kwh2000,kwh500_PerMo,kwh1000_PerMo,kwh2000_PerMo,PrePaid,Fixed,RateType,Renewable,TermTypeDesc,TermValue,TermType,CancelTypeDesc,CancelType,Website,SpecialTerms,TermsURL,FactsURL,PrepaidURL,Promotion,PromotionDesc
"","","CENTERPOINT ENERGY","BOUNCE ENERGY","Bounce 12 + A/C Repair Coverage",0.1200,0.0960,0.0920,60.0000,96.0000,184.0000,False,1,"Fixed","20","Value","12","12","Value","200.00","http://www.bounceenergy.com/texas/electricity-ac-bundle/msid/51","*Exclusive offer from Bounce Energy and Cross Country A/C Repair Texas. *Lock in for 12 months and protect your unit from costly repairs. *Protection against costly a/c repairs: $1,000 claims expense with a 180 day repair guarantee, only $14.95/month. *Earn your choice of $50 in bill credits of a $50 VISA gift card and other great rewards through the Bounce Energy Rewards Program","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/bounce12.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","BOUNCE ENERGY","American Express 24",0.1250,0.1000,0.0950,62.5000,100.0000,190.0000,False,1,"Fixed","1","Value","24","24","Value","250.00","http://www.bounceenergy.com/texas/american-express-24/msid/51","*Call 1-866-962-6862 to sign up! *Lock in for 2 years *Earn 2x American Express points when you use your American Express card","http://www.bounceenergy.com/terms-of-service.pdf","http://www.bounceenergy.com//efls/americanexpress24-041012.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Epcot Electric","12 Months Fixed Sunshine - AutoPay",0.1160,0.0910,0.0860,58.0000,91.0000,172.0000,False,1,"Fixed","17","Value","12","12","Value","135.00","http://www.epcotelectric.com/","NO Monthly Fee Term: 12 Month Contract with Auto-Pay Sign Up Required. ","https://www.epcotelectric.com/Docs/tos%20residential%20sunshine%2012%20autopay%203.05.12.pdf","https://www.epcotelectric.com/Docs/aepc%20sunshine%20efl%20030512%20autopay.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Southwest Power & Light","3 Months Plant-A-Tree Fixed Rate E-Plan",0.1140,0.0890,0.0840,57.0000,89.0000,168.0000,False,1,"Fixed","10","Value","3","3","Value","175.00","http://www.southwestpl.com/SiteContent.aspx?cd=CPR01"," Every kilowatt hour you use goes toward planting a tree through the Arbor Day Foundation.  Improves our forest, rivers and wildlife while meeting your energy needs.  Sign-up today and protect Texas tomorrow!  Go to www.SouthwestPowerandLight.com","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","http://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen-tree.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Champion Energy Services","Green Power-12",0.1015,0.0974,0.0954,50.7500,97.4000,190.8000,False,1,"Fixed","100","Value","12","12","Value","150.00","http://www.championenergyservices.com/promo.asp?promo=POWERTOCHOOSE","Highest in Residential Customer Satisfaction with Retail Electric Service, Two Years in a RowChampion Energy Services received the highest numerical score among residential electric service providers in Texas in the proprietary J.D. Power and Associates 2010-2011 Texas Residential Retail Electric Service Satisfaction Studies (SM). 2011 study based on responses from 8,176 consumers measuring 19 providers and measures opinions of consumers with their electric service provider. Proprietary study results are based on experiences and perceptions of consumers surveyed between September 2010 and June 2011. Your experiences may vary. Visit jdpower.com","https://www.championenergyservices.com/ChampionEnergyServices-TNMP-TOS.pdf","https://www.championenergyservices.com/GreenPower12.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Potentia Energy","Potentia Peace of Mind 18",0.1140,0.0940,0.0940,57.0000,94.0000,188.0000,False,1,"Fixed","6","Value","18","18","Value","200.00","https://www.potentiaenergy.com/residential.html","Enjoy our award-winning customer service - 2011 Better Business Bureau (BBB) Winner of Distinction. No e-billing or auto bill payment required. Now offering high consumption customers a credit of $9.99 each billing cycle.","https://enrollment.potentiaenergy.com/Documents/RT121911B.pdf","https://enrollment.potentiaenergy.com/Documents/ONC_PPOM18_940_043012.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Reliant","SmartStart Plan",0.1020,0.1020,0.1020,51.0000,102.0000,204.0000,True,0,"Variable","7","Value","0","0","Value","0.00","http://www.reliant.com/en_US/Page/Shop/Public/misc_smartstart_landingpage.jsp?txtPromocode=WM0529&s.campaign=APR_2011SmartStartPTC","This pay-as-you-go plan lets you begin electricity service without a security deposit. Simply make an initial account payment, and your electricity usage will be subtracted from your balance. Set up daily usage notifications and low balance alerts to help you manage your costs. This plan requires customers to have a provisioned Smart Meter and you must maintain a positive balance to avoid interruption of service. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WM0529.","http://www.reliant.com/files/090175188091fa21.pdf","http://www.reliant.com/files/0901751880ab14ae.pdf","http://www.reliant.com/en_US/Supporting_Docs/Legal/R1F1738aSmartStart_Disclosure_Statement.pdf","False","No Promotion",0
"","","SHARYLAND UTILITIES LP","YEP","3 Month Fixed Rate Guaranteed E-Plan ",0.1150,0.0900,0.0850,57.5000,90.0000,170.0000,False,1,"Fixed","10","Value","3","3","Value","175.00","http://www.yeptexas.com","Sign up and receive YEP's Low Price Guaranty!","http://www.yeptexas.com/Docs/yep-tos-fixed.pdf","http://www.yeptexas.com/Docs/yep-efl-fixed-3-nongreen.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Stream Energy","Flex Choice - Green & Clean Plan",0.1600,0.1310,0.1260,80.0000,131.0000,252.0000,False,0,"Variable","100","Value","1","1","Value","0.00","http://www.streamenergy.net/","No Special Terms","http://www.streamenergy.net/stream_documents.asp","http://www.streamenergy.net/stream_documents.asp","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","StarTex Power ","Star ""Secure"" 2 Year Plan",0.0990,0.0960,0.0940,49.5000,96.0000,188.0000,False,1,"Fixed","9","Value","24","24","Value","250.00","http://www.startexpower.com","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TFD4440A.pdf","https://www.startexpower.com/efl/EFL-EOF24ND4504SA-ONCOR-Fixed-24-20120501.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","First Choice Power","First Choice Web Select 24",0.1140,0.1090,0.1070,57.0000,109.0000,214.0000,False,1,"Fixed","11","Value","24","24","Value","295.00","http://www.firstchoicepower.com/power-to-choose-t","No Special Terms","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=TOS_T207-11_RES_20110601.pdf","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=EFL_T20761N09_20120327.pdf","","False","No Promotion",0
"","","SHARYLAND UTILITIES LP","Potentia Energy","Potentia Peace of Mind 12 ",0.1220,0.1020,0.1020,61.0000,102.0000,204.0000,False,1,"Fixed","6","Value","12","12","Value","150.00","https://www.potentiaenergy.com/residential.html","Enjoy our award-winning customer service - 2011 Better Business Bureau (BBB) Winner of Distinction. No e-billing or auto bill payment required. Now offering high consumption customers a credit of $9.99 each billing","https://enrollment.potentiaenergy.com/Documents/RT121911B.pdf","https://enrollment.potentiaenergy.com/Documents/SU_PPOM12_1020_013012.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","YEP","9 Month Fixed Rate Guaranteed E-Plan ",0.1130,0.0910,0.0880,56.5000,91.0000,176.0000,False,1,"Fixed","10","Value","9","9","Value","175.00","http://www.yeptexas.com","Sign up and receive YEP's Low Price Guaranty!","http://www.yeptexas.com/Docs/yep-tos-fixed.pdf","http://www.yeptexas.com/Docs/yep-efl-fixed-9-nongreen.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Champion Energy Services","Savings Champ-6",0.1116,0.1080,0.1060,55.8000,108.0000,212.0000,False,1,"Fixed","12","Value","6","6","Value","150.00","http://www.championenergyservices.com/promo.asp?promo=POWERTOCHOOSE","Highest in Residential Customer Satisfaction with Retail Electric Service, Two Years in a RowChampion Energy Services received the highest numerical score among residential electric service providers in Texas in the proprietary J.D. Power and Associates 2010-2011 Texas Residential Retail Electric Service Satisfaction Studies (SM). 2011 study based on responses from 8,176 consumers measuring 19 providers and measures opinions of consumers with their electric service provider. Proprietary study results are based on experiences and perceptions of consumers surveyed between September 2010 and June 2011. Your experiences may vary. Visit jdpower.com","https://www.championenergyservices.com/ChampionEnergyServices-Centerpoint-TOS.pdf","https://www.championenergyservices.com/SavingsChamp6.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","BOUNCE ENERGY","Terrific 12",0.1220,0.0970,0.0920,61.0000,97.0000,184.0000,False,1,"Fixed","0","Value","12","12","Value","200.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-12/msid/51","*Call 1-866-962-6862 to learn more! *Lock in this rate for the next 12 months. *Pay on-time and earn rewards such as bill credits, gift cards, movie tickets, and a free month of electricity. ","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/terrific12.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Discount Power","Super Fixed Rate - 1 Month Variable",0.1160,0.0760,0.0720,58.0000,76.0000,144.0000,False,0,"Variable","0","Value","0","0","Value","0.00","http://www.discountpower.biz","Required: Online Enrollment, Personal Credit Check, Paperless Billing and Auto-Debit via Credit Card.(See Facts Label.)","https://www.discountpower.biz/pdf/Discount Power TOS-20120401.pdf","https://www.discountpower.biz/pdf/EFL%201%20month%207.6%20cents%20Ver.SR20120401.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Direct Energy","Direct Energy Power-To-Go - Prepaid",0.0980,0.0880,0.0830,49.0000,88.0000,166.0000,True,0,"Variable","10","Value","0","0","Value","0.00","https://www.directenergy.com/EN/Texas/Power-To-Go/Pages/TXEnrollment.aspx?offercd=PWR2CHSE&Program=VPPONC0141&Step=ServiceAvailability","SIGN UP NOW! Direct Energy Power-To-Go plan lets you buy your electricity as you need it.No deposit, no credit check and no contract term commitments!Make payments when it's convenient for you, instead of paying one monthly bill.You are eligible for this product if you have an Advanced Meter installed by your TDU and are within Direct Energys service territory. Direct Energy cannot offer this product to customers who are designated critical care or who are seriously ill.","https://www.directenergy.com/DocFiles/DE_Power-To-Go_Var_TOS_EN_110111.pdf","https://www.directenergy.com/DocFiles/VPPONC0141_EFL_EN_011912.pdf","https://www.directenergy.com/DocFiles/ONC-DE_Power-To-Go_DS_EN_020812.pdf","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Entrust Energy","Texas Refresh",0.1130,0.1030,0.0970,56.5000,103.0000,194.0000,False,1,"Fixed","100","Value","12","12","Value","200.00","http://www.entrustenergy.com/enrollments/powertochoose","It's time for a change! Lock in this fixed 12-month competitive plan with no monthly customer fees, no sign up fees, no fees to call us and no fees to pay online. Customers who choose Texas Refresh will support the generation of renewable energy from various facilities throughout Texas. Entrust Energy will purchase and retire Texas renewable energy credits in an amount equal to your usage on this plan. For more information, please visit www.entrustenergy.com, call us toll-free at 1.800.871.8100, or email us at customercare@entrustenergy.com.","http://www.entrustenergy.com/files/uploads/terms_of_service/email/english/Entrust_Energy_Terms_of_Service_02_06012_English1.pdf","http://www.entrustenergy.com/files/uploads/electricity_facts_label/english/TXY5F12010_TexasRefresh_AEPN_9_7_English_040412.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Texas Power","Texas Power 24 Month Fixed Price Plan",0.1164,0.0964,0.0964,58.2000,96.4000,192.8000,False,1,"Fixed","10","Value","24","24","Text","0-12 mo. $299 13-24 mo. $150","http://www.texaspoweronline.com","No Special Terms","http://www.texaspoweronline.com/content/forms/TXP_TOS.pdf","http://www.texaspoweronline.com/content/forms/24MonthFixed/RES_EFL_TNC_24Fxd.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","StarTex Power","Secure 3",0.1020,0.0990,0.0980,51.0000,99.0000,196.0000,False,1,"Fixed","9","Value","3","3","Value","100.00","http://www.startexpower.com/","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TFD4440A.pdf","https://www.startexpower.com/efl/EFL-ELF3ND4497SA-CPL-Fixed-3-20120424.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Potentia Energy","Potentia Pure Green 12",0.1200,0.1000,0.1000,60.0000,100.0000,200.0000,False,1,"Fixed","100","Value","12","12","Value","150.00","https://www.potentiaenergy.com/residential.html","Enjoy our award-winning customer service - 2011 Better Business Bureau (BBB) Winner of Distinction. No e-billing or auto bill payment required. Now offering high consumption customers a credit of $9.99 each billing cycle.","https://enrollment.potentiaenergy.com/Documents/RT121911BG.pdf","https://enrollment.potentiaenergy.com/Documents/CNP_PPG12_1000_043012.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Amigo Energy","SuperSaver 12 Month",0.1090,0.0860,0.0850,54.5000,86.0000,170.0000,False,1,"Fixed","11","Value","12","12","Value","125.00","https://www.amigoenergy.com/Residential/PlansandPrices.aspx?pc=PTCN&DUNS=957877905","Call our New Customer Hotline 1-888-995-9299. This program includes additional fees. Please refer to the facts label for additional details.","http://webs.amigoenergy.com/TOSYRAC/RES_TOS_ENG.pdf","http://webs.amigoenergy.com/EFLPDFs/ptc/AMI_Res_EFL_CNP_SuperSaver_12.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","VETERAN ENERGY","INTEGRITY 12",0.1090,0.0990,0.0990,54.5000,99.0000,198.0000,False,1,"Fixed","12","Value","12","12","Value","150.00","http://www.veteranenergy.us/","100% Veteran-Owned; ""Power To Give Back"", See Our Website For Details. Buy Electricity from Veteran Energy and support our Troops and Veterans.","https://secure.veteranenergy.us/Docs/ve_tos.pdf","https://secure.veteranenergy.us/Docs/ve_efl_12m_integrity.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","BOUNCE ENERGY","Easy Fixed 3",0.1230,0.0990,0.0950,61.5000,99.0000,190.0000,False,1,"Fixed","1","Value","3","3","Value","100.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-3/msid/51","*Lock in for 3 months *Enrollment in the Bounce Energy Rewards Program. *Earn bill credits, gift cards, and FREE electricity for your loyalty to Bounce Energy.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/easyfixed3.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Southwest Power & Light","Renewable Healthy Heart Of Texas Fixed 6 Month Rate E-Plan ",0.1090,0.0870,0.0840,54.5000,87.0000,168.0000,False,1,"Fixed","100","Value","6","6","Value","175.00","http://www.southwestpl.com/","Sign up and receive Southwest's Lone Star Guaranty!","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","https://www.southwestpl.com/Docs/swpl-efl-fixed-6-green.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","BOUNCE ENERGY","Bounce 12 + A/C Repair Coverage",0.1220,0.0980,0.0940,61.0000,98.0000,188.0000,False,1,"Fixed","20","Value","12","12","Value","200.00","http://www.bounceenergy.com/texas/electricity-ac-bundle/msid/51","*Exclusive offer from Bounce Energy and Cross Country A/C Repair Texas. *Lock in for 12 months and protect your unit from costly repairs. *Protection against costly a/c repairs: $1,000 claims expense with a 180 day repair guarantee, only $14.95/month. *Earn your choice of $50 in bill credits of a $50 VISA gift card and other great rewards through the Bounce Energy Rewards Program","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/bounce12.pdf","","False","No Promotion",0
"","","SHARYLAND UTILITIES LP","Reach Energy","Spring Special E-Plan",0.0980,0.0580,0.0580,49.0000,58.0000,116.0000,False,0,"Variable","0","Value","0","0","Value","0.00","http://www.reachenergyllc.com/service.html","Limited time only! Special offer for customers.CALL NOW TO START at 1-866-580-1194 ","http://www.reachenergyllc.com/TOS_V20111027.pdf","http://www.reachenergyllc.com/RVmbZZ.pdf","","False","No Promotion",0
